"Id","Name","Address","County","Country","Phone","Website","Activities","PersonResponsibleName","PersonResponsibleEmail","PersonResponsibleTelephone","Email","CompanyRegistrationNumber","CompanyRegisteredName","CompanyRegisteredAddress","CharityRegulationNumber","CHYNumber"
"464","Ecumenical Accompaniment Programme in Palestine and Israel","QPSW, Friends House, 173 Euston Road, LONDON, LONDON, NW1 2BJ",,"United Kingdom","0207-663-1073","eappi@quaker.org.uk","Other (Human Rights Advocacy)","Teresa Parker","teresap@quaker.org.uk","0207-663-1073",,,"Britain Yearly Meeting","Friends House, 173 Euston Road, LONDON NW1 2BJ","1127633",
"779","Edelman Ireland","5th Floor, Huguenot House, 35-38 St. Stephen's Green, Dublin 2, Dublin, Dublin","Dublin","Ireland","01 6789333","www.edelman.ie","Other (Communications Marketing)","Jane Ryan","jane.ryan@edelman.com","01 6789333",,"84139","DANIEL J. EDELMAN IRELAND LIMITED","HUGUENOT HOUSE, 35 ST. STEPHEN'S GREEN, DUBLIN 2. ",,
"1504","Edgeworthstown District Development Association Ltd","Old Schoolhouse, Ballymahon Rd., Edgeworthstown, Longford, Longford","Longford","Ireland","0436671801","www.edgeworthstown.net","Other (Community Development)","Carmel Noone","edgelocdev@eircom.net","0436671801",,,"Edgeworthstown District Development Association Ltd","Ballymahon Rd. Edgeworthstown County Longford",,
"427","Educate Together","11 - 12 Hogan Place, Dublin, 2, Dublin","Dublin","Ireland","014292500","www.educatetogether.ie","Other (Setting up equality-based schools in Ireland and developing Ethical Education)","Luke O'Shaughnessy","luke.oshaughnessy@educatetogether.ie","014292500",,"286202","EDUCATE TOGETHER/AG FOGHLAIM LE CHEILE","11-12 HOGAN PLACE DUBLIN 2  ",,"CHY 11816"
"711","Education and Training Boards Ireland","Pipers Hill, Kilcullen Road, Naas, Kildare","Kildare","Ireland","045-901070","www.etbi.ie","Other (National Representative Association for Education and Training Boards)","Michael Moriarty, General Secretary","Michael.Moriarty@etbi.ie","045-901070",,,,,,
"1642","edward  Hogan","4 Hanlons Lane, Malahide, dublin, irl1",,"Ireland","+353872523355",,"Construction",,"ed@emhogan.ie",,,,,,,
"159","Edward Dillon & Co. Ltd.","Estuary House, Eastpoint Business Park, Fairview, Dublin, D03Y6A2, Dublin","Dublin","Ireland","01 8193300","www.edwarddillonco.ie","Other (Drinks Distributor)","Barry Costello","barry.costello@edwarddillonco.ie","018193364",,"4305","EDWARD DILLON & CO., LIMITED","ESTUARY HOUSE, BLOCKP7 EAST POINT BUSINESS PARK, FAIRVIEW,DUBLIN 3",,
"1452","EFNA","11 Rue D'Egmont, Brussels, 1000",,"Belgium","+32486688134","www.efna.net","Health","Heather CLARKE","euaffairs@efna.net","+32486688134",,,"European Federation of Neurological Associations","11 Rue D'Egmont","(ASBL) #0543319269","n/a"
"63","eircom Limited","1 Heuston South Quarter, St John's Road, Dublin, Dublin 8, Dublin","Dublin","Ireland","085 1744292","www.eir.ie","Communications/Electronics","Patrick Galvin","pat.galvin@eir.ie","085 1744292",,"98789","EIRCOM LIMITED","1 HEUSTON SOUTH QUARTER ST JOHNS ROAD DUBLIN 8 ",,
"804","Elanco Animal Health, Eli Lilly and Company Limited","Lilly House, Priestley Road,, Basingstoke, Hampshire, RG249NL",,"United Kingdom","00 44 1256 353131","www.elanco.com","Health","George Tice","tice_george_a@elanco.com","|+353 86 0441039",,,,,,
"507","Elavon Financial Services DAC","Building E, Cherrywood Business Park, Loughlinstown, D18 W319, Dublin","Dublin","Ireland","012423183",,"Finance","Claire Ryan","Claire.Ryan@elavon.com","012423183",,"418442","ELAVON FINANCIAL SERVICES DESIGNATED ACTIVITY COMPANY","2ND FLOOR, BLOCK E CHERRYWOOD SCIENCE & TECHNOLOGY PARK, LOUGHLINSTOWN, CO.DUBLIN",,
"1307","Electrical Contractors Safety & Standards Association  (Ireland) Ltd","Coolmore House, Park Road, Killarney, Kerry","Kerry","Ireland","064 6637266","www.ecssa.ie","Other (Trade & Training Association)","Mike Marshall","info@ecssa.ie","064 6637266",,,"Electrical Contractors Safety & Standards Association (Ireland) Ltd","Coolmore House, Park Road, Killarney, Co Kerry",,
"34","Electricity Association of Ireland (EAI)","127 Baggot Street Lower, Dublin 2, Ireland, Dublin, Dublin 2, Dublin","Dublin","Ireland","+353 87 2369999","www.eaireland.com","Energy & Natural Resources","Owen Wilson","owen.wilson@eaireland.com","+353 87 2369999",,"443598","ELECTRICITY ASSOCIATION OF IRELAND LIMITED","127 BAGGOT STREET LOWER DUBLIN 2  ",,
"1132","Electricity Supply Board","27, Lower Fitzwilliam Street, Dublin, D02 KT92, Dublin","Dublin","Ireland","01 6765831","http://www.esb.ie","Energy & Natural Resources","Marie Sinnott","marie.sinnott@esb.ie","01 7027651",,,"N/A","N/A","N/A","N/A"
"1158","Element Power Ireland Limited","Unit C, Building 4200, Cork Airport Business Park, Cork, Cork","Cork","Ireland","+353(0)212427786",,"Energy & Natural Resources","Gerda O'Donovan","gerda.odonovan@elpower.com","+353(0)212427786",,"487313","ELEMENT POWER IRELAND LIMITED","UNIT C BUILDING 4200 CORK AIRPORT BUSINESS PARK CORK",,
"1458","Eli Lilly","Dunderrow, Kinsale, Cork","Cork","Ireland","021 477 2699",,"Manufacturing","Christopher Langan","langan_christopher_r@lilly.com","021 470 3616",,,,,,
"2006","ELSA Community Services clg t/a ELSA Security","Security Office, Bell Bulding, Darndale Belcamp Village Centre, Darndale, Dublin 17, Dublin","Dublin","Ireland","085 801 5255",,"Other (Social Enterprise - Security Services -)","Tom Daly","tom.daly@elsasecurity.com","0858015255",,"453050","ELSA COMMUNITY SERVICES COMPANY LIMITED BY GUARANTEE","SECURITY OFFICE DARNDALE BELCAMP VILLAGE CENTRE DUBLIN 17 ",,
"1119","Emer Costello","66 Aughrim Street, Dublin 7, Dublin","Dublin","Ireland","+353863831805",,"Other (Postgraduate Student)",,"emeracostello@gmail.com",,,,,,,
"1298","Enable Ireland Disability Services Ltd","32F Rosemount Park Drive, Rosemount Business Park, Ballycoolin Road, Dublin 11, Dublin","Dublin","Ireland","01 866 5200","www.enableireland.ie","Health","Theresa Compagno","hrcorporateaffairs@enableireland.ie","021 4290434",,,"Enable Ireland Disability Services Ltd","32F Rosemount Park Drive, Rosemount Business Park, Ballycoolin Road, Dublin 11","20006617","4908"
"1482","Enclude Ltd","Drumcondra Business Centre, 120 Drumcondra Road Upper, Drumcondra, D09T6P7, Dublin","Dublin","Ireland","0857130794","www.enclude.ie","Other (Non-profit IT support)","Patricia HIggins","patricia.higgins@enclude.ie","0876394231",,"442488","ENCLUDE COMPANY LIMITED BY GUARANTEE","120 DRUMCONDRA BUSINESS CENTRE DRUMCONDRA ROAD UPPER DUBLIN 9 ","CRA 20064006","CHY 17286"
"1159","ENERCON ENERCON GmbH Irish Branch","Unit 14 Northwood House,, Northwood Business Campus, Santry, Dublin","Dublin","Ireland","(0)1-8934020",,"Energy & Natural Resources","Wilke Janssen","wilke.janssen@enercon.de","+49 160 989 77 774",,,,,,
"969","enet","Hamilton House, National Technological Park, Plassey, Limerick, V94 TRW8, Limerick","Limerick","Ireland","061 274000","www.enet.ie","Communications/Electronics","Niall Beirne","niall.beirne@enet.ie","0876125426",,,"e-nasc Eireann Teoranta","Hamilton House, National Technological Park, Plassey, Limerick, V94 TRW8",,
"151","Engineers Ireland","22 Clyde Road, Ballsbridge, D04R3N2, Dublin","Dublin","Ireland","016651300","www.engineersireland.ie","Industry body","Michelle Hoctor","mhoctor@engineersireland.ie","016651377",,,"Institution of Engineers in Ireland","22 Clyde Road, Ballsbridge, Dublin 4",,
"191","Ennis Chamber of Commerce","54 O'Connell Street, Ennis, v95v3kd, Clare","Clare","Ireland","0656842988","www.ennischamber.ie","Lobbying","Margaret Neylon","info@ennischamber.ie","0656842988",,"160082","ENNIS CHAMBER OF COMMERCE","54, O'CONNELL ST., ENNIS, CO CLARE ",,
"956","Enniscorthy & District Chamber","Enniscorthy Castle, Castle Hill, Enniscorthy, Wexford","Wexford","Ireland","00353539232006","www.enniscorthychamber.ie","Other (Promotion of Business, Enterprise, Tourism, Industry, Community)","John Burke O'Leary","info@enniscorthychamber.ie","00353872306645",,,"Enniscorthy & District Chamber","Abbey Square, Enniscorthy, Co. Wexford",,
"440","Environmental Communications Consultants LImited (ECCL)","82 Burnaby Heights, Greystones, Wicklow","Wicklow","Ireland","0862547949","eccl.ie","Other (Communications Consultancy)","Kieran O'Byrne","kobyrne@eccl.ie","0862547949",,"521761","ENVIRONMENTAL COMMUNICATIONS CONSULTANTS LIMITED","82 BURNABY HEIGHTS GREYSTONES CO.WICKLOW ",,
"857","Environmental Pillar","MACRO Centre, 1 Green St, Dublin, dublin 7, Dublin","Dublin","Ireland","01 8780116","www.environmentalpillar.ie","Other (Environmental NGO)","Michael Ewing","Michael@ien.ie","01 8780116",,,,,,
"1089","Eoghan Horgan Financial Limited trading as EHF Markets","Rathanny House, Rathanny, Tralee, Tralee, Tralee, Kerry","Kerry","Ireland","0894967865",,"Finance","Eoghan Horgan","eoghan.horgan@ehfmarkets.com","089 4967865",,"513286","EOGHAN HORGAN FINANCIAL LIMITED","RATHANNY HOUSE RATHANNY KIELDUFF TRALEE, CO. KERRY",,
"1672","Eoin Loughney","180 Cartur Mor, Clybaun Rd, Galway, Galway","Galway","Ireland","0879380905",,"Finance",,"eoinloughney@gmail.com",,,,,,,
"749","EPIC Empowering People in Care","7 Red Cow Lane, Smithfield, Dublin 7, Dublin, D7, Dublin","Dublin","Ireland","018727661","www.epiconline.ie","Other (Advocacy and support for children in care and with care experience, policy research and participation work.)","Terry Dignan","terrydignan@epiconline.ie","018727661",,,"EPIC","7 Red Cow Lane, Smithfield, Dublin 7.","20055080","381973"
"1523","EPIC IRELAND EXHIBITIONS LIMITED","THE CHQ BUILDING, CUSTOM HOUSE QUAY, DUBLIN, 1, Dublin","Dublin","Ireland","016736054","WWW.EPICIRELANDCHQ.COM","Other (TOURIST ATTRACTION)","MERVYN GREENE","MGREENE@CHQ.IE","0868289063",,,"EPIC IRELAND EXHIBITIONS LIMITED","International House, Castle Hill, Victoria Road, Douglas, Isle of Man IM2 4RB",,
"87","Epilepsy Ireland","249 Crumlin Road, Dublin, 12, Dublin","Dublin","Ireland","01 4557500","www.epilepsy.ie","Health","Peter Murphy","pmurphy@epilepsy.ie","01 4557500",,"77588","BRAINWAVE-THE IRISH EPILEPSY ASSOCIATION","249, CRUMLIN ROAD, DUBLIN 12.  ",,"6170"
"530","EPS Consulting","5 Islington Avenue, Sandycove, Dublin, Dublin","Dublin","Ireland","087 2412001",,"Other (EPS Consulting is a public policy research consultancy)","Peter Brennan","pbrennan@epsconsult.ie","087 2412001",,,"EPS Consulting Limited","as above",,
"640","EQUATE","7 Red Cow Lane, Smithfield, Dublin 7, Dublin","Dublin","Ireland","0863559098","equateireland.ie","Other (Campaigning for Education Reform)","Anthony Muldoon","anthony@equateireland.ie","0863559098",,"569423","EDUCATION EQUALITY COMPANY LIMITED BY GUARANTEE","7 RED COW LANE SMITHFIELD, DUBLIN 7  ",,
"204","Ervia","Webworks, Eglinton Street, Cork, Cork","Cork","Ireland","021-4239000","www.ervia.ie","Energy & Natural Resources","Cecilia Ogle","Cecilia.Ogle@ervia.ie","021-4239336",,,,,,
"2022","European Association of Primary Care Partners","17 Kildare Street, Dublin, D2, Dublin","Dublin","Ireland","0860244888","www.eapcp.com","Health","Brian Downes","brian@eapcp.com","0860244888",,,"European Association of Primary Care Partners CLG","17 Kildare Street, Dublin 2",,
"1522","European Heart Network","Rue Montoyer 31, Brussels, 1000",,"Belgium","+3225129174","http://www.ehnheart.org/","Health","Susanne L??gstrup","slogstrup@ehnheart.org","+3225129174",,,,,,
"157","European Movement Ireland","8 Lower Fitzwilliam St, Dublin, 2, Dublin","Dublin","Ireland","01 662 5815","www.europeanmovement.ie","Other (Irish-EU Affairs)","Noelle O Connell","noelle@europeanmovement.ie","01 662 5815",,"21130","THE EUROPEAN MOVEMENT - IRELAND","8 FITZWILLIAM STREET LOWER DUBLIN 2  ",,
"823","European Multiple Sclerosis Platform","Rue Auguste Lambuiotte 144, Brussels 1030, Brussels",,"Belgium","+353 876965 403","www.emsp.org","Health","Emma Rogan","emma.rogan@emsp.org","+353 876965403",,,,,,
"1444","EUROPEAN PAIN FEDERATION EFIC","Grensstraat 7, box 3, Diegem, 1831",,"Belgium","32 2 251 55 10","www.efic.org","Health","Chris Wells","secretary@efic.org","""2 2 251 55 10",,,"EUROPEAN PAIN FEDERATION EFIC","Grensstraat 7 box 3, 1831 Diegem, Belgium",,
"1015","European Recycling Platform","2-4 Ely Place, Dublin 2, D02 FR58, Dublin","Dublin","Ireland","01  6624040","www.erp-recycling.ie","Industry body","Martin Tobin","martin.tobin@erp-recycling.org","01  6624040",,"404550","EUROPEAN RECYCLING PLATFORM IRELAND LIMITED","2-4 ELY PLACE DUBLIN 2  ",,
"630","Eversheds","One Earlsfort Centre, Earlsfort Terrace, Dublin, Dubline, Dublin","Dublin","Ireland","01 66 44 200",,"Other (Solicitors Firm)","Eoin Mac Aodha","EoinMacAodha@eversheds.ie","01 66 44 200",,,,,,
"842","Exclusive Cigar Manufacturing Ireland Limited","Charlestown Road, Ballaghaderreen, Roscommon","Roscommon","Ireland","0949860220","www.ecmicigars.com","Manufacturing","Aoife O Dowd","aoife.odowd@ecmi.ie","0862262157",,"65558","EXCLUSIVE CIGAR MANUFACTURING IRELAND LIMITED","CHARLESTOWN ROAD, BALLAGHADERREEN, CO. ROSCOMMON. ",,
"1845","Executive Trust Lyd.","Unit 35 Northwood Court, Santry, Dublin 9, Dublin","Dublin","Ireland","01 8441985","www.europcar.ie","Other (Car Rental)","Sinead Brennan","sinead.brennan@europcar.ie","01 8441985",,,,,,
"1688","Extern","Unit B, Block B, Kreston House, Arran Quoy, Arran Court, Dublin, D07 K271, Dublin","Dublin","Ireland","+44 (0)28 9084 0555","WWW.EXTERN.ORG","Lobbying","Gavin Adams","gavin.adams@extern.org","07436791381",,,,,"383201","CHY15770"
"894","EY","Harcourt Centre, Harcourt Street, Dublin 2, Dublin, Dublin","Dublin","Ireland","01 475 0555",,"Other (Professional services)","Suzanne Tucker","Suzanne.Tucker@ie.ey.com","01 475 0555",,,,,,
"1760","F.W.Woods Limited","Hazelwood Shopping Centre, Killashee Road, Longford, N39R6T3, Longford","Longford","Ireland","086 2535859","davislongford@supervalu.ie","Other (Retail Grocery)","Roy Davis","roydavis@supervalu.ie","086 2535859",,"35460","F. W. WOODS LIMITED","4 CENTRAL PARK BISHOPSGATE STREET MULLINGAR, CO. WESTMEATH.",,
"909","Facebook Ireland Limited","4 Grand Canal Square, Dublin",,"Ireland","+ 353 1 5530588","www.facebook.com","Communications/Electronics","Niamh Sweeney","fbirelandlobbyingreport@fb.com","+ 353 1 5530588",,"462932","FACEBOOK IRELAND LIMITED","4 GRAND CANAL SQUARE GRAND CANAL HARBOUR DUBLIN 2 ",,
"934","Family Carers Ireland","Smithfield Business Centre, The Distillers Building, New Church Street, Smithfield, Dublin 7, Dublin","Dublin","Ireland","0579322920","www.familycarers.ie","Health","Catherine Cox","ccox@familycarers.ie","0579322920",,"572819","FAMILY CARERS IRELAND","SMITHFIELD BUSINESS CENTRE THE DISTILLERS BUILDING NEW CHUIRCH STREET SMITHFIELD, DUBLIN 7","CHY 10962",
"371","Faugheen Against Pylons","Seana Chluain, Castletown, Carrick-on-Suir, E32 F753, Tipperary","Tipperary","Ireland","0868548381",,"Energy & Natural Resources","Peter Anthony Smith","peadarmacgowan@gmail.com","0868548381",,,,,,
"205","Federation of Agrochemical Retail Merchants","Miros, 3 Strand Road, Portmarnock, D13 W868, Dublin","Dublin","Ireland","+353 87 2555255",,"Agribusiness","Paul O' Doherty","paul@pci-associates.com","+353 87 2555255",,,"Irish Agrichemical Retailers Association Limited","Miros, 3 Strand Road, Portmarnock, County Dublin",,
"763","Federation of Opticians (FODO)","Provision of Community Eye Care Services, 199 Gloucester Terrace, London, W2 6LD",,"United Kingdom","0044 20 7298 5156","www.fodo.com/ireland","Health","Ann Blackmore","ann@fodo.com","0044 20 7298 5156",,,"Federation of Ophthalmic and Dispensing opticians","199 Gloucester Terrace",,
"579","Federation of Transport Operators (FOTO)","Parliament House, Embassy Office Park, Kill Village, Naas, Kildare","Kildare","Ireland","086 8161760","www.ibus.ie","Other (Passenger Transport)","John Dunne","jdunne@jfd.ie","086 8161760",,"152032","THE FEDERATION OF TRANSPORT OPERATORS LIMITED","EMBASSY OFFICE PARK KILL KILDARE ",,
"1971","Feile Afro Culture Centre","Apartment 3, 9 Market Street, ---, Ardee, A92 PA9D, Louth","Louth","Ireland","0861758576","https://twitter.com/AfroFeile","Lobbying","Gboyega Akerele","boyeakerele1@gmail.com","0861758576",,,"F??ILE AFRO CULTURE CENTRE","APARTMENT 3, 9 MARKET STREET ARDEE CO. LOUTH",,
"472","Fennell Public Affairs Limited","25 Mountjoy Square East, Dublin 1, Dublin, D01 E5C3, Dublin","Dublin","Ireland","018198590","www.fennell.ie","Lobbying","Garrett Fennell","info@fennell.ie","018198590",,"561994","FENNELL PUBLIC AFFAIRS LIMITED","25 MOUNTJOY SQUARE EAST DUBLIN 1  ",,
"503","fergal o gara","leabeg, kiltipper road, tallaght, DUBLIN, D24, Dublin","Dublin","Ireland","0857262972",,"Other (homemaker carer)",,"ogarafergal1@gmail.com",,,,,,,
"2005","FEXCO Merchant Services Unlimited Company","FEXCO Centre, Iveragh Road, Killorglin, 0000, Kerry","Kerry","Ireland","0876454487",,"Finance","Margaret Maguire","mmaguire@fexco.com","0669761258",,"246289","FEXCO MERCHANT SERVICES UNLIMITED COMPANY","FEXCO CENTRE IVERAGH ROAD KILLORGLIN CO KERRY",,
"2011","FEXCO Unlimited Company","FEXCO Centre, Iveragh Road, Killorglin, 0000",,"Ireland","0669761258",,"Finance","Margaret Maguire","mmaguire@fexco.com","0669761258",,"83934","FEXCO UNLIMITED COMPANY","FEXCO CENTRE IVERAGH ROAD KILLORGLIN CO. KERRY",,
"1871","Fidelity International","George's Quay House, 43 Townsend Street, Dublin, D02 VK65, Dublin","Dublin","Ireland","01 614 1200","www.fil.com","Finance","Jeff Kelly","jeffrey.kelly@fil.com","01 2231419",,,,,,
"957","Fighting Blindness","3rd Floor, 7 Ely Place, Dublin 2, DO2 TW98, Dublin","Dublin","Ireland","016789004","www.FightingBlindness.ie","Health","Kevin Whelan","kevin.whelan@fightingblindness.ie","01 6789 004",,"109625","FIGHTING BLINDNESS","3RD FLOOR 7 ELY PLACE DUBLIN 2  ","20013349","6784"
"77","Financial Services Union","Stephen Street Upper, Dublin 8, D08 DR9P, Dublin","Dublin","Ireland","01-4755908","www.fsunion.org","Trade union","Larry Broderick","larry.broderick@fsunion.org","01-4755908",,,,,"461T",
"679","Fingal Dublin Chamber of Commerce","Chamber Buildings, North Street, Swords, K67 A3H7, Dublin","Dublin","Ireland","01 8900977","www.fingaldublinchamber.ie","Other (Business Representative Body)","Tony Lambert","tony@fingaldublinchamber.ie","0862594223",,,"Fingal Dublin Chamber of Commerce Limited","Chamber Buildings, North Street, Swords, Co Dublin",,
"1327","Fingal Planning Consultants","7C Balbriggan Street, Skerries, K34 KP59, Dublin","Dublin","Ireland","0868546914","www.fpc.ie","Construction","Emmett Tolan","info@fpc.ie","0868546914",,"373891","FINGAL PLANNING CONSULTANTS LIMITED","5 FOXGROVE TOWNPARKS SKERRIES CO DUBLIN",,
"1829","Fingleton White","Bridge St Centre, Portlaoise, R32 W0CC, Laois","Laois","Ireland","+353 57 8665400","www.fingleton.ie","Energy & Natural Resources","Ronan Nevin","ronan.nevin@fingleton.ie","0877111094",,"86002","FINGLETON WHITE & CO LIMITED","BRIDGE STREET CENTRE, PORTLAOISE, CO. LAOIS IRELAND",,
